repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
herewe-solidity,https://github.com/GalaIO/herewe-solidity,175454215,"the best priatice of solidity, with  some example.",2019-03-13 16:00:34,2022-03-29 18:26:34,,Solidity,0,1.0,GalaIO
st-dss-proxy-actions,https://github.com/iamchrissmith/st-dss-proxy-actions,175472568,Set of proxy st functions for MCD (using mcd-cdp-handler),2019-03-13 17:56:48,2019-03-29 17:49:19,,Solidity,0,0.0,iamchrissmith
ethereum-rockpaperscissors,https://github.com/ojroques/ethereum-rockpaperscissors,175507954,An Ethereum smart contract implementing the rock-paper-scissors game,2019-03-13 22:24:23,2021-11-23 10:13:53,,Solidity,8,13.0,ojroques
lava-token,https://github.com/apexmfer/lava-token,175530734,A mutation token for 0xBTC that adds the lava system for pay-fee-with-token,2019-03-14 02:04:43,2021-08-04 05:17:38,,Solidity,2,0.0,apexmfer
vmware-blockchain-samples,https://github.com/vmware-samples/vmware-blockchain-samples,175663028,Sample applications and scripts for interacting with VMware blockchain,2019-03-14 16:49:03,2022-04-26 13:17:30,,Solidity,13,22.0,vmware-samples
Blockchain-Capstone,https://github.com/udacity/Blockchain-Capstone,175709812,,2019-03-14 22:31:24,2021-10-25 11:16:33,,Solidity,120,29.0,udacity
NFT-shifter,https://github.com/itering/NFT-shifter,175762911,Free NFT Object shifter(mint),2019-03-15 06:35:25,2021-03-24 05:06:52,https://nft.itering.com,Solidity,3,0.0,itering
erc223-token-implementation,https://github.com/godappslab/erc223-token-implementation,175767082,Implementation of ERC223 token,2019-03-15 07:05:59,2019-03-29 03:20:45,,Solidity,2,2.0,godappslab
dx-uniswap-arbitrage,https://github.com/gnosis/dx-uniswap-arbitrage,175821525,,2019-03-15 13:04:33,2019-12-28 07:47:17,,Solidity,18,27.0,gnosis
instantDX,https://github.com/collateralized/instantDX,175834218,Building InstantDX on top of DutchX,2019-03-15 14:21:05,2019-05-03 14:01:39,,Solidity,0,1.0,collateralized
CryptoPunksData,https://github.com/bokkypoobah/CryptoPunksData,175901513,CryptoPunks Data,2019-03-15 22:56:29,2019-03-16 07:47:08,,Solidity,4,6.0,bokkypoobah
Corruption,https://github.com/harsh0240/Corruption,175918691,,2019-03-16 02:53:19,2020-09-12 03:47:41,,Solidity,3,1.0,harsh0240
ethboards,https://github.com/lubtd/ethboards,175923780,Simple framework to create games on Ethereum backed with a state channel,2019-03-16 03:58:41,2020-11-15 20:41:32,https://ethboards.com,Solidity,2,2.0,lubtd
Solidity_Tutorial,https://github.com/Kwon1992/Solidity_Tutorial,176045653,Solidity_Tutorial,2019-03-17 02:06:39,2019-06-30 08:44:40,,Solidity,0,1.0,Kwon1992
UnorderedKeySet,https://github.com/rob-Hitchens/UnorderedKeySet,176141081,Solidity CRUD Library,2019-03-17 18:12:41,2021-10-27 21:21:36,,Solidity,32,94.0,rob-Hitchens
swaps,https://github.com/MyWishPlatform/swaps,176244729,,2019-03-18 09:14:34,2019-04-17 14:06:08,,Solidity,3,0.0,MyWishPlatform
oraclize-ethereum-api,https://github.com/pkdcryptos/oraclize-ethereum-api,176356511,,2019-03-18 19:33:39,2019-03-18 19:33:49,,Solidity,0,0.0,pkdcryptos
insurance,https://github.com/jackeyli/insurance,176385170,Dapp for flight delay insurance,2019-03-18 23:26:19,2022-04-09 01:30:24,,Solidity,0,1.0,jackeyli
multibox,https://github.com/fairDataSociety/multibox,176487620,Tree with key values store,2019-03-19 10:36:02,2022-02-04 14:33:04,,Solidity,1,0.0,fairDataSociety
TellorCore,https://github.com/tellor-io/TellorCore,176511116,Mineable Token to provide Oracle Data,2019-03-19 12:51:37,2021-05-11 03:03:46,https://tellor.io,Solidity,10,48.0,tellor-io
zk-dex,https://github.com/Voxelot/zk-dex,176619167,,2019-03-20 00:17:44,2019-03-20 00:20:35,,Solidity,0,3.0,Voxelot
b9lab-ethereum-developer-course,https://github.com/Ebazhanov/b9lab-ethereum-developer-course,176795290,"Ethereum (Solidity) developer course, quiz",2019-03-20 18:34:53,2020-08-15 17:21:24,https://academy.b9lab.com/courses/,Solidity,0,5.0,Ebazhanov
Cryptozombies_Tutorials,https://github.com/Taylor-McNeil/Cryptozombies_Tutorials,176846900,These tutorials were required by my Blockchain & Applications Class,2019-03-21 01:38:53,2019-04-17 19:32:24,,Solidity,0,0.0,Taylor-McNeil
ethereum-toolbox,https://github.com/avysel/ethereum-toolbox,176953786,"Ethereum smart contracts tools (ERC-20, ERC-721, reentrancy, oracle ...)",2019-03-21 13:48:08,2022-03-30 07:41:23,,Solidity,0,1.0,avysel
docker-nginx-php-s6,https://github.com/byte-heroes/docker-nginx-php-s6,177130436,,2019-03-22 11:45:58,2021-02-03 08:41:25,,Solidity,0,1.0,byte-heroes
Contracts,https://github.com/luucasrb/Contracts,177175075,Repositório para estudo de Smart Contracts usando a linguagem Solidity. ,2019-03-22 16:31:45,2020-11-06 23:23:14,,Solidity,0,0.0,luucasrb
SIH-2019-KYC-Blockchain,https://github.com/RohanGoyal17/SIH-2019-KYC-Blockchain,177288304,Etherium blockchain contract for a kyc data managment system,2019-03-23 12:50:32,2019-03-23 13:04:31,,Solidity,0,1.0,RohanGoyal17
ByteSize,https://github.com/munirsafi/ByteSize,177342530,A lending platform built on the Ethereum blockchain,2019-03-23 21:36:58,2019-03-31 20:16:58,,Solidity,0,2.0,munirsafi
Fiber,https://github.com/munirsafi/Fiber,177494658,An Oracle built on the Ethereum blockchain,2019-03-25 01:43:35,2019-04-01 03:22:31,,Solidity,0,0.0,munirsafi
tron-erc223-token-implementation,https://github.com/godappslab/tron-erc223-token-implementation,177497582,Implementation of ERC223 token (TRON),2019-03-25 02:07:51,2021-01-05 07:39:48,https://lab.godapps.io/tron-test/wallet,Solidity,1,2.0,godappslab
eth-football-squares,https://github.com/joeb000/eth-football-squares,177670124,Ðapp for interacting with football squares,2019-03-25 21:51:52,2022-04-29 03:27:42,,Solidity,0,0.0,joeb000
hedera-improvement-proposal,https://github.com/hashgraph/hedera-improvement-proposal,177710595,Hedera Improvement Proposal,2019-03-26 03:46:04,2022-04-29 01:19:12,,Solidity,78,93.0,hashgraph
open-nft-exchange,https://github.com/apexmfer/open-nft-exchange,177842178,An ERC721 token marketplace,2019-03-26 17:59:01,2021-09-16 21:39:06,,Solidity,6,7.0,apexmfer
Jaack,https://github.com/iJaack/Jaack,177880031,,2019-03-26 22:48:05,2022-01-13 13:57:53,http://jaack.me,Solidity,0,1.0,iJaack
requestable-multisig,https://github.com/Onther-Tech/requestable-multisig,177940645,,2019-03-27 07:27:36,2019-03-27 21:42:40,,Solidity,0,0.0,Onther-Tech
jointer-token,https://github.com/jointerinc/jointer-token,177980314,Repository for Jointer Token ,2019-03-27 11:29:54,2022-02-13 08:49:34,,Solidity,3,5.0,jointerinc
AtomicSwap-Eth-ERC20,https://github.com/Rishabh42/AtomicSwap-Eth-ERC20,178193392,Ethereum to ERC20 atomic swap (PwC project),2019-03-28 11:53:22,2020-10-02 07:35:43,,Solidity,1,3.0,Rishabh42
document-verification-smart-contract,https://github.com/divyajyotiarch/document-verification-smart-contract,178259141,,2019-03-28 18:17:16,2021-09-30 07:35:55,,Solidity,0,0.0,divyajyotiarch
btc2eth1,https://github.com/PillarDevelopment/btc2eth1,178274074,Swingby Spec ? full implementation,2019-03-28 20:04:39,2019-03-28 10:28:55,,Solidity,0,0.0,PillarDevelopment
Solidity_ScoreChain_Dapp,https://github.com/LovelyBuggies/Solidity_ScoreChain_Dapp,178346845,"??core Chain, a DAPP for student scoring system! ?? Demo please visit:",2019-03-29 06:35:02,2022-04-09 01:23:46,https://www.youtube.com/watch?v=MBO_ATLicNM,Solidity,0,3.0,LovelyBuggies
moldex-contract,https://github.com/moldcoin/moldex-contract,178357693,MOLDEX Ethereum Smart Contract,2019-03-29 07:47:23,2019-06-28 13:43:06,,Solidity,1,0.0,moldcoin
Create-A-Token,https://github.com/sunspla-sh/Create-A-Token,178609059,Creating a token on ethereum,2019-03-30 20:39:46,2019-04-01 02:10:57,,Solidity,0,0.0,sunspla-sh
TrustlessUpgrades,https://github.com/rob-Hitchens/TrustlessUpgrades,178617052,Experimental Upgradable Contract Framework with user opt-in/out upgrades.,2019-03-30 22:17:49,2019-10-13 02:02:44,,Solidity,2,13.0,rob-Hitchens
testchain-medians,https://github.com/makerdao/testchain-medians,178635410,Due to the Medianizer having a static `wat` we need to have a custom contract for each one.,2019-03-31 02:53:55,2021-09-17 21:11:30,,Solidity,13,4.0,makerdao
CustomERC,https://github.com/RyuK-H/CustomERC,178664862,,2019-03-31 09:01:54,2022-03-30 15:30:48,,Solidity,0,2.0,RyuK-H
badges,https://github.com/peepeth/badges,178839122,,2019-04-01 10:23:03,2019-05-08 09:07:27,,Solidity,1,5.0,peepeth
30-smart-contracts,https://github.com/josemvcerqueira/30-smart-contracts,178867843,Collection of 30 smart contracts,2019-04-01 13:20:20,2019-04-19 22:28:57,,Solidity,0,0.0,josemvcerqueira
red-package-dapp,https://github.com/islishude/red-package-dapp,178897942,?????? Solidity,2019-04-01 15:57:13,2019-05-21 03:03:22,,Solidity,5,6.0,islishude
solidity-cookbook,https://github.com/matheusroleal/solidity-cookbook,178955913,Solidity Cookbook - Examples on how to code smart contracts for Ethereum.,2019-04-01 22:21:55,2021-04-04 16:03:19,,Solidity,7,23.0,matheusroleal
legacy,https://github.com/theinternetcoin/legacy,179029387,The existing code base we're left with as on 01-April-2019,2019-04-02 08:07:22,2019-04-02 08:08:17,,Solidity,0,0.0,theinternetcoin
ITN-Hybrid,https://github.com/ITNcoin/ITN-Hybrid,179047861,ITN Hybrid ERC20 Cryptocurrency. POW + POS.,2019-04-02 09:50:16,2019-03-28 18:42:13,https://www.itncoin.io/,Solidity,2,1.0,ITNcoin
vanilla-platform,https://github.com/eqlabs/vanilla-platform,179235292,Solidity smart contracts handling trustless derivatives on the Ethereum blockchain.,2019-04-03 07:33:15,2020-08-10 13:06:38,,Solidity,0,2.0,eqlabs
dss-deploy-pause-proxy-actions,https://github.com/makerdao/dss-deploy-pause-proxy-actions,179323124,,2019-04-03 15:55:08,2022-04-08 12:58:58,,Solidity,12,1.0,makerdao
ethereum,https://github.com/mbn-platform/ethereum,179473680,Ethereum various contracts by Membrana team. ??Work in progress ??,2019-04-04 10:13:12,2019-04-15 20:52:47,,Solidity,1,0.0,mbn-platform
crypto-doggies,https://github.com/Jameem/crypto-doggies,179523637,Crypto collectible ERC721 doggy tokens ,2019-04-04 15:16:49,2020-12-22 01:58:44,https://crypto-doggies.herokuapp.com/,Solidity,2,1.0,Jameem
P2PandBlockchain,https://github.com/LorenzoBellomo/P2PandBlockchain,179638705,Peer2Peer Systems and Blockchains course projects from A.Y. 2018/2019,2019-04-05 07:41:04,2019-07-16 09:36:01,,Solidity,0,0.0,LorenzoBellomo
semaphore,https://github.com/appliedzkp/semaphore,179699830,A privacy gadget for creating anonymous proof of membership on Ethereum.,2019-04-05 14:42:26,2022-04-22 15:59:02,http://semaphore.appliedzkp.org,Solidity,67,326.0,appliedzkp
ArianeeMessage,https://github.com/Arianee/ArianeeMessage,179701831,,2019-04-05 14:53:26,2022-02-13 12:25:00,,Solidity,1,0.0,Arianee
ArianeeService,https://github.com/Arianee/ArianeeService,179701943,,2019-04-05 14:54:01,2022-02-13 12:24:38,,Solidity,1,0.0,Arianee
solidity-jwt,https://github.com/OpenZeppelin/solidity-jwt,179757091,Experiments with Solidity JWT. Do not use in production.,2019-04-05 21:28:23,2021-10-07 21:12:23,https://identity-recovery-demo.openzeppelin.com/,Solidity,21,105.0,OpenZeppelin
abdk-libraries-solidity,https://github.com/abdk-consulting/abdk-libraries-solidity,179788387,Open-Source Libraries for Solidity by ABDK Consulting,2019-04-06 04:27:07,2021-03-24 11:35:19,,Solidity,75,227.0,abdk-consulting
ZebroCoin,https://github.com/ZebroTech/ZebroCoin,179809472,P2P digital payment system with close to zero transaction fee without any central authority.,2019-04-06 08:47:01,2022-02-28 10:37:54,,Solidity,0,1.0,ZebroTech
decentralized_house_listing,https://github.com/r1oga/decentralized_house_listing,179834174," Decentralized house listing service using ERC721 standard, ZKSNARK, and OpenSea",2019-04-06 13:02:49,2021-09-01 03:17:43,https://rinkeby.opensea.io,Solidity,1,4.0,r1oga
swaps,https://github.com/summa-tx/swaps,179902339,SPV-based ETH/BTC swaps,2019-04-07 00:45:25,2022-01-21 20:20:12,,Solidity,3,10.0,summa-tx
AuctionFactory,https://github.com/bokkypoobah/AuctionFactory,180064796,Auction Factory,2019-04-08 03:45:02,2019-04-09 03:31:41,,Solidity,1,1.0,bokkypoobah
Roobee,https://github.com/roobee-platform/Roobee,180222259,Roobee Token,2019-04-08 19:51:25,2021-03-12 09:59:20,,Solidity,4,2.0,roobee-platform
ecrecover-demo,https://github.com/rmanzoku/ecrecover-demo,180479630,,2019-04-10 01:45:28,2019-04-11 02:47:17,,Solidity,0,0.0,rmanzoku
flexplore,https://github.com/noslav/flexplore,180784434,"code, research and more..",2019-04-11 12:10:36,2019-04-23 22:06:51,,Solidity,0,0.0,noslav
utilitytoken-contracts,https://github.com/OpenST/utilitytoken-contracts,180820916,,2019-04-11 15:27:23,2022-02-11 21:21:51,,Solidity,7,1.0,OpenST
Miner-Registration,https://github.com/clutchydsb/Miner-Registration,180925102,A smart contract-based miner registration and block validation,2019-04-12 03:41:37,2020-04-06 08:58:28,,Solidity,0,2.0,clutchydsb
myct-smart-contract,https://github.com/myctico/myct-smart-contract,180933652,MyCity CrowdSale smart contracts,2019-04-12 05:02:14,2019-05-17 11:27:35,,Solidity,0,0.0,myctico
my-first-solidity,https://github.com/guitarpawat/my-first-solidity,181151418,This repository contains my very first own Solidity code.,2019-04-13 09:52:48,2019-04-13 15:43:48,,Solidity,0,0.0,guitarpawat
erc721o,https://github.com/OpiumProtocol/erc721o,181479054,ERC721o - Composable Multiclass Fungible Token Standard,2019-04-15 12:10:28,2022-02-11 19:41:46,https://erc721o.org,Solidity,9,9.0,OpiumProtocol
swaps2,https://github.com/MyWishPlatform/swaps2,181484777,,2019-04-15 12:44:02,2022-02-11 20:15:54,,Solidity,1,3.0,MyWishPlatform
RockPaperScissorETH,https://github.com/TinfoilHat0/RockPaperScissorETH,181534689,A simple rock-paper-scissor game written in solidity that makes use of commit then reveal scheme,2019-04-15 17:27:31,2019-04-17 16:37:10,,Solidity,0,0.0,TinfoilHat0
eth-geth-dev,https://github.com/hoseadevops/eth-geth-dev,181637616,ETH private net and smart contract and interact with contract use nodejs,2019-04-16 07:28:14,2021-01-23 13:58:31,,Solidity,0,1.0,hoseadevops
eth_multisig,https://github.com/islishude/eth_multisig,181670172,MultiSig contract for Ethereum,2019-04-16 10:46:31,2020-08-30 01:43:16,,Solidity,1,0.0,islishude
solidity-patterns-ja,https://github.com/shunMB/solidity-patterns-ja,181823364,[WIP] https://github.com/fravoll/solidity-patterns ????????????docs/ja???????????????????,2019-04-17 05:31:59,2019-04-20 09:37:42,,Solidity,0,2.0,shunMB
iexec-doracle,https://github.com/iExecBlockchainComputing/iexec-doracle,181875202,Resources for the development of Doracles using the iExec distributed computing platform.,2019-04-17 11:13:07,2020-11-12 14:18:35,https://iex.ec/decentralized-oracles/,Solidity,0,0.0,iExecBlockchainComputing
PlatformContracts,https://github.com/seedventure/PlatformContracts,182055755,Contracts for Seed Platform ,2019-04-18 09:13:40,2019-10-19 11:00:38,,Solidity,1,0.0,seedventure
Blockchain,https://github.com/katabullet1/Blockchain,182160074,,2019-04-18 21:29:51,2022-04-09 01:33:24,,Solidity,0,0.0,katabullet1
bnb-swap,https://github.com/MyWishPlatform/bnb-swap,182250366,,2019-04-19 10:49:34,2019-04-19 12:12:05,,Solidity,1,0.0,MyWishPlatform
xnetoken,https://github.com/jiguangrst/xnetoken,182293770,XNE ERC20 Contract Token - ERC20??????,2019-04-19 16:26:07,2020-03-16 18:15:19,https://etherscan.io/address/0x22ecd603fdb52d59090ffb9e6fb3b67ad0a29d4f,Solidity,0,1.0,jiguangrst
tinlake,https://github.com/centrifuge/tinlake,182446224,"bringing individual, non-fungible assets to DeFi",2019-04-20 19:25:01,2022-04-28 12:00:27,,Solidity,21,80.0,centrifuge
dns-over-ens,https://github.com/JonahGroendal/dns-over-ens,182587486,Register your DNS domains under this ENS subdomain using X509 certificates.,2019-04-21 22:12:50,2020-11-25 03:55:33,,Solidity,2,0.0,JonahGroendal
CS4389_Project,https://github.com/JackalCheung/CS4389_Project,182657595,Blockchain election application,2019-04-22 08:24:49,2021-08-09 01:45:09,,Solidity,0,0.0,JackalCheung
solidity-study,https://github.com/zerbinidamata/solidity-study,182779698,Repo for smart contract development in Solidity,2019-04-22 12:16:36,2020-10-28 21:24:43,,Solidity,0,0.0,zerbinidamata
USDQ,https://github.com/Platinumengineering/USDQ,183162364,USDQ Stablecoin by Q DAO v1.0 ,2019-04-24 06:26:41,2019-04-24 07:48:41,,Solidity,9,14.0,Platinumengineering
ArianeeStaking,https://github.com/Arianee/ArianeeStaking,183191633,,2019-04-24 09:08:05,2022-02-13 12:24:41,,Solidity,1,0.0,Arianee
trickle-smart-contracts,https://github.com/dreamteam-gg/trickle-smart-contracts,183223168,The back end for Trickle.gg decentralized application.,2019-04-24 12:21:28,2020-11-11 11:18:31,https://trickle.gg,Solidity,1,5.0,dreamteam-gg
Quest,https://github.com/billpottle/Quest,183291018,A text based RPG for the TI82 Calculator,2019-04-24 19:08:47,2019-04-28 16:34:05,,Solidity,0,0.0,billpottle
LinkedSets,https://github.com/rob-Hitchens/LinkedSets,183322969,,2019-04-24 23:55:08,2019-05-17 20:09:21,,Solidity,1,2.0,rob-Hitchens
learning-solidity,https://github.com/Younusms/learning-solidity,183371937,,2019-04-25 06:37:35,2019-04-25 06:37:47,,Solidity,0,0.0,Younusms
ethkids-contracts,https://github.com/EthKids/ethkids-contracts,183405985,Implementation of EthKids Solidity protocol: charitable donations,2019-04-25 09:51:11,2020-11-12 15:16:41,https://ethkids.io/about,Solidity,2,4.0,EthKids
splitter,https://github.com/hilmarx/splitter,183507064,missing: unit tests - on it,2019-04-25 20:43:51,2019-06-07 21:14:38,,Solidity,0,0.0,hilmarx
udacity-blockchain-developer-nanodegree,https://github.com/kartikeybhardwaj/udacity-blockchain-developer-nanodegree,183970710,,2019-04-28 23:43:56,2022-04-09 03:10:23,,Solidity,2,10.0,kartikeybhardwaj
